,Text
563081,"This oatmeal cookie was delicious - soft, full of raisins and not too sweet or sugary.  Full of whole grain, I feel confident eating this cookie and giving it to my family to eat as well.  Great item to have in the bag for a quick snack that feels like a treat and is filling too!  Thanks to Quaker and Influenster for introducing me to this product!"
563082,"Quick breakdown of the cost.  For $34.71 you got 12 boxes of 6 cookies.  That's about $2.90 a box, and 49 cents per cookie.  NOT too bad.<br /><br />Taste-This is a denser cookie than I usually enjoy, especially when it comes to my oatmeal raisin.  (My favorite cookie, by the way!)  It almost has a cake like consistency, and while it isn't the type of cookie I would munch on at home while I watch a Blu-Ray, this is the type of snack I would buy for road trips or picnics.  There is a hint of brown sugar, not overwhelming, but enough that my little ones (8 and 4) remarked that they liked the sweetness of it.  My oldest, wished there were more raisins, and I would have to agree with that as well.  But I liked the whole grains. Overall, it is good, but a bit dry.<br /><br />Size-this is a larger cookie, similar to what you would get in say Subway or Starbucks.  Not overly huge, but not too small either.  I think this is a perfect snack size.<br /><br />Nutrition-at 170 calories it isn't a lightweight, but nor is it overly fattening either.  6 Grams of fat, 1.5 grams of Saturated (NOT horrific), but it has some Polyunsaturated and 3.5 grams of Monounsaturated=the 'good' kind of fat.  4 grams of fiber, good in a snack like this, but only 2 grams a protein, wish there was more.<br /><br />All in all, this isn't a snack I would buy on a regular basis.  Maybe once in awhile for school lunches, and I would certainly get this for a road trip, or a hike.  Compared to many other snacks like this, it is a decent value for the money, and if you enjoy a thicker cookie, this is right up your alley!"
563083,me and my kids loves this.. so soft and healthy and soooo good... easy packed and grab and go... I cant stop one just one... lol
563084,"These cookies are soft and chewy and the real raisins add a nice touch.  While they are 170 calories per cookie, the good taste makes them worth it.  They are also individually wrapped which makes them easy to add to a packed lunch.  They are almost as good as mom used to make!"
563085,I sampled this product for the Influenster Mom Vox Box that I received in the mail.  I am purchase Quaker cereals on a regular basis and was excited to try this cookie.  I really enjoyed the flavor of the cookie and felt it stayed true to the Quaker brand.  I did not like the fact there were so many preservatives in the cookie like TBHQ and BHT.  For those reasons I will not be purchasing this on a regular basis.
563086,The Quaker Soft Baked Oatmeal Cookie with Raisins were so moist with a fresh baked taste.  They had just the right amount of raisins to make them taste just like home made cookies.
563087,I recieved the Quaker Soft Baked Oatmeal and Raisins Cookie in my Influenster Mom Voxbox 2012. My husband and kids devoured the cookie before I had a chance to look at it or taste it. So this is what they thought of the cookie. It was sooooo good according to my 4 year old son and 3 year old daughter. My husband said it was moist and soft and delicious. He is most definitely ready for me to asdd it to the grocery list. I gave this product a 5 star rating because these cookie totally rock!!!
563088,"Tried the Quaker Soft Baked Oatmeal Cookies. They were so good, nice and soft,fresh and just the right amount of raisins. Even my kids liked them. You have no idea what you are missing out on if you don't try them."
563089,"I like soft cookies, but most of the ones you buy taste ""fake"".  Really enjoyed the Quaker Soft Baked with Raisins.  I recieved a sample in my Mom Voxbox from Influenster and loved it.  I buy them to use as quick snacks, taste sweet and delicious but are healthier than other options."
563090,"Quaker made with whole grain oats very soft ,healthy &  have rasin naturally flavored ,healthy product. Have iron 8% , fiber 4 Grams also calcium 4%."
563091,This cookie was very moist but it did not crumble when you took it out of the package.  It was full of flavor but it didn't satisfy your snack hunger.  I will definitely be buying more of these
563092,They are really soft and somewhat fresh tasting but i thought they had to many raisins.i dont think i would buy again.
563093,I received a sample (Oatmeal & Raisin) from my Mom VoxBox and love it. Not to sweet and very moist...just right.
563094,MY SON AND I TASTED THESE COOKIES FROM A MOMVOX I RECIIEVED. WE HAVE HAD THESE COOKIES BEFORE AND LOVE THEM
563095,"These cookies were soft, great tasting and affordable! A definite must try, even the kids will love them! Oatmeal raisin an all time fave"
563096,I received a tester of this product through an online site called influenster & my nephew & little sister loved the cookie! the little piece i tried was delicious it was so glad that it was healthy for them & it was so yummy!
563097,"This Quaker Soft Baked Oatmeal Cookie, Raisins, is soooo convenient to have them in your purse, in your kids lunch bag and in your husbands lunch bag. They are healthy snacks for kids and adults I will keep buy it them for my family"
